id;x;y;type;capacity;cost
357;17.0400669;51.0689179;residental;0.0;0.0
358;17.0219029;51.0533485;residental;0.0;0.0
359;17.0275805;51.0574925;residental;0.0;0.0
360;17.081637;51.0678743;residental;0.0;0.0
361;17.0300775;51.0665865;residental;0.0;0.0
362;17.0197105;51.0495015;residental;0.0;0.0
363;17.0086584;51.0696814;residental;0.0;0.0
364;17.040038;51.0685415;residental;0.0;0.0
365;17.036915;51.068495;residental;0.0;0.0
366;17.0803623;51.0632377;residental;0.0;0.0
367;16.9766576;51.0612157;residental;0.0;0.0
368;17.019996;51.050388;residental;0.0;0.0
369;17.0244547;51.0463014;residental;0.0;0.0
370;17.0050424;51.0676893;residental;0.0;0.0
371;16.9773126;51.0612645;residental;0.0;0.0
372;17.029609;51.0564955;residental;0.0;0.0
373;17.028702;51.061665;residental;0.0;0.0
374;17.0279895;51.0542755;residental;0.0;0.0
375;16.9779343;51.0612208;residental;0.0;0.0
376;17.077304;51.0689215;residental;0.0;0.0
377;16.9949237;51.0629644;residental;0.0;0.0
378;17.0132499;51.0675032;residental;0.0;0.0
379;17.0752833;51.0633922;residental;0.0;0.0
380;17.080566;51.0689615;residental;0.0;0.0
381;17.035532;51.062268;residental;0.0;0.0
382;17.0121963;51.0558209;residental;0.0;0.0
383;17.0814781;51.0522718;residental;0.0;0.0
384;17.0596834;51.0496896;residental;0.0;0.0
385;17.0289415;51.0659935;residental;0.0;0.0
386;17.0365172;51.0618425;residental;0.0;0.0
387;17.0084667;51.0583767;residental;0.0;0.0
388;16.9933991;51.0634895;residental;0.0;0.0
389;17.0880934;51.0548558;residental;0.0;0.0
390;17.0252003;51.0456873;residental;0.0;0.0
391;17.0155194;51.0558237;residental;0.0;0.0
392;17.028453;51.059312;residental;0.0;0.0
393;17.0101881;51.0693564;residental;0.0;0.0
394;17.028818;51.0588815;residental;0.0;0.0
395;17.0088867;51.0571816;residental;0.0;0.0
396;16.9956531;51.0630685;residental;0.0;0.0
397;17.03187;51.0648175;residental;0.0;0.0
398;17.0334045;51.0674575;residental;0.0;0.0
399;17.0330188;51.0618066;residental;0.0;0.0
400;17.021375;51.050238;residental;0.0;0.0
401;17.0076755;51.0660134;residental;0.0;0.0
402;17.0135427;51.0672823;residental;0.0;0.0
403;17.0195354;51.0590685;residental;0.0;0.0
404;17.0864443;51.0585777;residental;0.0;0.0
405;17.0247011;51.0472301;residental;0.0;0.0
406;17.0209395;51.0504495;residental;0.0;0.0
407;17.0410612;51.0618629;residental;0.0;0.0
408;17.0240535;51.0562305;residental;0.0;0.0
409;17.08089;51.06863;residental;0.0;0.0
410;17.0302445;51.0530375;residental;0.0;0.0
411;17.041941;51.0624756;residental;0.0;0.0
412;17.021574;51.0494805;residental;0.0;0.0
413;16.9989269;51.0688982;residental;0.0;0.0
414;17.0225834;51.0528563;residental;0.0;0.0
415;17.0063008;51.0701116;residental;0.0;0.0
416;16.9839861;51.0679493;residental;0.0;0.0
417;17.0220469;51.0495195;residental;0.0;0.0
418;17.0596203;51.0498807;residental;0.0;0.0
419;17.0518114;51.048299;residental;0.0;0.0
420;17.0095564;51.0570859;residental;0.0;0.0
421;17.0357842;51.0648516;residental;0.0;0.0
422;17.079522;51.06851;residental;0.0;0.0
423;16.9959887;51.0638283;residental;0.0;0.0
424;17.0325975;51.066389;residental;0.0;0.0
425;16.997685;51.0691861;residental;0.0;0.0
426;17.0234842;51.0465346;residental;0.0;0.0
427;17.0051051;51.0678042;residental;0.0;0.0
428;17.0383612;51.0634165;residental;0.0;0.0
429;17.0358857;51.0652115;residental;0.0;0.0
430;17.029077;51.06108;residental;0.0;0.0
431;17.0218513;51.0514161;residental;0.0;0.0
432;17.059581;51.0522589;residental;0.0;0.0
433;17.0352854;51.0652398;residental;0.0;0.0
434;16.9931189;51.0654453;residental;0.0;0.0
435;17.077274;51.0690875;residental;0.0;0.0
436;16.9960965;51.0647586;residental;0.0;0.0
437;17.029755;51.063631;residental;0.0;0.0
438;17.0818046;51.0603268;residental;0.0;0.0
439;17.0596983;51.062859;residental;0.0;0.0
