@id;building;name;@lat;@lon
101418797;residential;;51.1262760;16.8634920
101418854;residential;;51.1239121;16.9969223
101418883;residential;;51.1202374;17.0321727
101419266;residential;;51.1232974;16.9201953
101419572;residential;;51.1216870;16.8666580
101419590;residential;;51.1213990;16.8656605
101419847;residential;;51.1284030;16.9492565
101420356;residential;;51.1265655;17.0327934
101421519;residential;;51.1261424;17.0337841
101421718;residential;;51.1203754;17.0114173
101421995;residential;;51.1222260;16.8433615
101422190;residential;;51.1228608;17.0122096
101422651;residential;;51.1247899;16.9467740
101423056;residential;;51.1208515;16.8659935
101423672;residential;;51.1209190;16.8671860
101424076;residential;;51.1236551;16.9976664
101424361;residential;;51.1271565;17.1075935
101424571;residential;;51.1229762;16.8825697
101424730;residential;;51.1208930;16.8666930
101424804;residential;;51.1248325;16.9442280
101425965;residential;;51.1212848;17.0773353
101425974;residential;;51.1262419;17.0333537
101426309;residential;;51.1293185;17.1068640
101426690;residential;;51.1242495;16.8639850
101426703;residential;;51.1216409;16.9883448
101426729;residential;;51.1242855;16.9482005
101427109;residential;;51.1243532;17.0499832
101428025;residential;;51.1274201;17.0280468
101428043;residential;;51.1210940;16.8674485
101428251;residential;;51.1257220;16.9981319
101428592;residential;;51.1218818;16.9177896
101428681;residential;;51.1201775;17.0318615
101428898;residential;;51.1244560;16.8632741
101429572;residential;;51.1254957;16.9880694
101429783;residential;;51.1261113;17.0340109
101430119;residential;;51.1240290;16.8639595
101430542;residential;;51.1264605;16.8634925
101430705;residential;;51.1232640;16.8636850
101430981;residential;;51.1226930;16.8815135
101431000;residential;;51.1208680;16.8655575
101431864;residential;;51.1265707;17.0340870
101431968;residential;;51.1208775;16.8653410
101432069;residential;;51.1284700;16.9490430
101432279;residential;;51.1214382;16.8435276
101432292;residential;;51.1216431;17.0771147
101432299;residential;Klasztor Misjonarzy Oblatów Maryi Niepokalanej;51.1264676;16.9884177
101432341;residential;;51.1266057;17.0332589
101480580;residential;;51.1271215;16.9498875
101480777;residential;;51.1248666;16.9950360
101480804;residential;;51.1261731;17.0335746
101481492;residential;;51.1210425;16.8676230
101481745;residential;;51.1243915;16.9436730
101482059;residential;;51.1230395;16.8636650
101482345;residential;;51.1289115;16.9491230
101560142;residential;;51.1308773;17.0130161
101560421;residential;;51.1397791;17.0908186
101560644;residential;;51.1396871;17.0921577
101560747;residential;;51.1325965;17.0996230
101562052;residential;;51.1320750;17.1037950
101562645;residential;;51.1361690;17.0981390
101564503;residential;;51.1315315;17.1016010
101565814;residential;;51.1364565;17.0976505
101566265;residential;;51.1321085;17.1036610
101566453;residential;;51.1341460;17.0845975
101566486;residential;;51.1350093;17.1003138
101566497;residential;;51.1321985;17.1034445
101566814;residential;;51.1351555;17.0883835
101567937;residential;;51.1350740;17.0883940
101568915;residential;;51.1307950;17.1052380
101569045;residential;;51.1323650;17.0856520
101569516;residential;;51.1397368;17.0924715
101569619;residential;;51.1351681;17.0520323
101570574;residential;;51.1339178;17.0864536
101572103;residential;;51.1317540;17.1015070
101572480;residential;;51.1354902;17.0656361
101572882;residential;;51.1341405;17.0843015
101573200;residential;;51.1322469;17.0864661
101573270;residential;;51.1313935;17.1019712
101575092;residential;;51.1396736;16.8917735
101577562;residential;;51.1328005;17.0822470
101577976;residential;;51.1385378;17.0392697
101578054;residential;;51.1310150;17.1030730
101578183;residential;;51.1349451;17.1037504
101578432;residential;;51.1349480;17.0885195
101579199;residential;;51.1314055;17.1046870
101579781;residential;;51.1357305;17.0982035
101580181;residential;;51.1310955;17.1022835
101580787;residential;;51.1373186;16.8980006
101582706;residential;;51.1319415;17.1035230
101584172;residential;;51.1305755;17.1035470
101584974;residential;;51.1311750;17.1043645
101585023;residential;;51.1394453;17.0910752
101586146;residential;Hostel 55;51.1339864;17.0590645
101586495;residential;;51.1311830;17.1068805
101586752;residential;;51.1376037;17.1240645
101587309;residential;;51.1341575;17.0839195
101588375;residential;;51.1382142;16.8850584
101589250;residential;;51.1313190;17.1045000
101590729;residential;;51.1362883;17.0823485
101591569;residential;;51.1345290;17.0528814
101596015;residential;;51.1315984;17.0872371
101648860;residential;;51.1479093;16.9418955
101648988;residential;;51.1430835;17.0395760
101649132;residential;;51.1489311;16.8658092
101649901;residential;;51.1401426;17.0610479
101650025;residential;;51.1478446;16.9419996
101650118;residential;;51.1411050;17.0393130
101650292;residential;;51.1473874;16.9395458
101650341;residential;;51.1420589;17.0300972
101650386;residential;;51.1411340;17.0393895
101650402;residential;;51.1480476;16.8576535
101650563;residential;;51.1459568;17.1115612
101651828;residential;;51.1404399;17.0920646
101651901;residential;;51.1488435;16.8666081
101652273;residential;;51.1483724;16.9411631
101652603;residential;"Villa ""Rosa""";51.1427132;17.0297317
101652968;residential;;51.1411638;17.0821812
101653462;residential;;51.1422532;16.9520074
101653688;residential;;51.1476324;16.9410065
101653867;residential;;51.1404136;16.8863996
101653983;residential;;51.1464292;17.1263576
101654001;residential;;51.1478367;16.9411529
101654072;residential;;51.1424430;16.8699492
101654335;residential;;51.1444596;16.9865784
101654393;residential;;51.1447033;17.0779718
101654533;residential;;51.1431670;17.0389250
101654678;residential;;51.1474390;16.9395948
101654892;residential;;51.1443279;16.9862691
101655218;residential;;51.1432135;17.0328620
101655366;residential;;51.1481036;16.9414728
101655401;residential;;51.1483084;16.9412643
101655840;residential;;51.1476009;16.8672340
101656065;residential;;51.1408475;17.0407065
101656125;residential;;51.1449209;17.0773709
101656232;residential;;51.1423765;16.8693550
101656405;residential;;51.1482580;16.9413435
101656563;residential;;51.1430255;17.0386475
101656748;residential;;51.1494276;16.8838674
101657412;residential;;51.1457669;17.1142710
101657907;residential;;51.1432985;17.0394345
101657962;residential;;51.1463051;17.1257371
101658124;residential;;51.1462688;17.1124319
101658360;residential;;51.1480232;16.9407620
101658492;residential;;51.1446186;17.0800763
101658821;residential;;51.1445855;16.9859355
101658872;residential;;51.1467935;16.8671945
101658882;residential;;51.1406092;16.8868654
101658953;residential;;51.1493503;16.8653597
101659173;residential;;51.1445004;16.9860325
101659199;residential;;51.1481929;16.9414476
101659233;residential;;51.1476085;16.9396848
101659348;residential;;51.1444146;16.9861277
101660143;residential;;51.1479879;16.9397981
101660290;residential;;51.1409207;16.9599518
101660380;residential;;51.1480406;16.9415727
101661786;residential;Zgromadzenie Sióstr Maryi Niepokalanej;51.1440385;17.1110326
101662095;residential;;51.1460890;17.1121118
101662131;residential;;51.1404261;16.8872066
101662417;residential;;51.1424789;16.9218341
101662563;residential;;51.1479774;16.9418150
101663344;residential;;51.1403379;17.0909175
101663561;residential;;51.1404655;16.9568985
101663836;residential;;51.1445203;16.9867157
101664077;residential;;51.1443996;16.9864457
101664684;residential;;51.1489785;16.8660397
101665631;residential;;51.1428765;16.8583045
101666400;residential;;51.1404060;16.9742619
101666993;residential;;51.1451953;16.8712134
101668088;residential;;51.1480881;16.8575901
101668303;residential;;51.1403985;16.9568413
101668466;residential;;51.1405115;17.0918495
101668772;residential;;51.1423638;16.9516855
101668811;residential;;51.1452219;17.0756701
101669071;residential;;51.1421978;16.9524653
101669130;residential;;51.1480253;16.9417124
101669472;residential;;51.1479830;16.9408645
101669681;residential;;51.1429695;17.0385425
101729192;residential;;51.1517757;16.8836133
101729410;residential;;51.1599785;17.1230483
101729661;residential;;51.1579434;16.9402204
101729866;residential;;51.1541700;16.9485480
101730395;residential;;51.1571145;16.9313170
101730498;residential;;51.1571280;17.0931384
101730573;residential;;51.1514375;17.0669340
101730673;residential;;51.1525345;17.0691210
101732043;residential;;51.1524310;17.0688185
101732421;residential;;51.1531140;16.9478450
101732659;residential;;51.1506480;17.0763820
101734482;residential;;51.1510820;17.0677975
101734969;residential;;51.1525791;17.0420560
101734974;residential;;51.1591382;16.9347383
101736655;residential;;51.1501905;17.0697405
101736977;residential;;51.1572610;16.9318560
101737992;residential;;51.1580569;16.9251913
101738425;residential;;51.1561176;16.9023719
101738691;residential;;51.1571125;16.9311535
101739353;residential;;51.1561643;16.8580260
101757846;residential;;51.1574294;17.0080382
101759116;residential;;51.1527120;17.0687955
101761956;residential;;51.1550480;17.0658045
101762543;residential;;51.1600686;17.1238783
101763226;residential;;51.1525805;17.0690340
101765263;residential;;51.1582774;17.0087623
101766310;residential;;51.1513790;17.0670610
101824761;residential;;51.1638750;17.1050355
101824805;residential;;51.1613365;17.1254522
101825706;residential;;51.1610170;16.9058361
101825813;residential;;51.1611207;16.9058974
101826439;residential;;51.1608381;17.1260828
101826789;residential;;51.1659340;17.1083080
101827034;residential;;51.1611219;17.1232503
101827046;residential;;51.1608958;17.1264075
101827247;residential;;51.1632920;17.1364000
101827294;residential;;51.1609715;16.9060415
101827909;residential;;51.1623508;17.1323370
101828178;residential;;51.1613743;17.1261560
101828286;residential;;51.1601210;17.1221290
101828814;residential;;51.1612534;17.1248937
101829122;residential;;51.1616607;17.1257711
101829248;residential;;51.1613851;17.1257936
101829629;residential;;51.1610839;17.1251970
101830411;residential;;51.1642034;17.1064323
101830424;residential;;51.1616479;17.1262046
101830995;residential;;51.1674984;17.1145645
101831090;residential;;51.1601757;17.1235845
101831371;residential;;51.1620357;17.1349656
101831554;residential;;51.1613356;17.1237303
101831692;residential;;51.1647220;17.1066615
101832239;residential;;51.1652520;17.1064715
101833142;residential;;51.1644685;17.1065190
101833243;residential;;51.1699515;17.0005610
101834178;residential;;51.1630150;17.1371195
101834281;residential;;51.1657200;17.1064405
101835175;residential;;51.1612179;17.1245310
101835490;residential;;51.1618775;16.8731338
101835823;residential;;51.1643365;17.0420114
101837431;residential;;51.1606979;17.1262702
101839045;residential;;51.1610352;16.9057209
101839223;residential;;51.1625069;17.1357919
101839708;residential;;51.1685395;17.1059995
101839863;residential;;51.1679933;17.1127950
101841062;residential;;51.1677395;16.9630105
101842676;residential;;51.1672534;17.1148387
101843077;residential;;51.1651245;17.1273740
101843268;residential;IMA Maszyny Budowlane;51.1606150;17.0218458
101844054;residential;;51.1609867;17.1251581
101844222;residential;;51.1611703;16.9057854
101844575;residential;;51.1633280;17.0002018
101870306;residential;;51.1700845;17.0011725
101871478;residential;;51.1789158;16.9887122
101872148;residential;;51.1767187;16.9913096
101872252;residential;;51.1950559;16.9785603
101872414;residential;;51.1952398;16.9756110
101873159;residential;;51.1770342;16.9908147
101873398;residential;;51.1791961;16.9881999
101873763;residential;;51.1788996;16.9890496
101874036;residential;;51.1941703;16.9785129
101874187;residential;;51.1769085;17.0224400
101874299;residential;;51.1974855;16.9802754
101874301;residential;;51.1771853;16.9902468
101874335;residential;;51.1725421;16.9067658
101874557;residential;;51.1700775;16.9999355
101874590;residential;;51.1742120;17.1117130
101874657;residential;;51.1716785;16.9953230
101874837;residential;;51.1760754;16.9923029
101875023;residential;;51.1773297;16.9910013
101875041;residential;;51.1948728;16.9752017
101875363;residential;;51.1770568;16.9914015
101875445;residential;;51.1769436;16.9915968
101875633;residential;;51.1712080;16.9961365
101875859;residential;;51.1773886;16.9898325
101875922;residential;;51.1777354;16.9903656
101875971;residential;;51.1953288;16.9761610
101876036;residential;;51.1710145;17.0035440
101876137;residential;;51.1725826;16.9062520
101876167;residential;;51.1768499;16.9911018
101876366;residential;;51.1950711;16.9790494
101876503;residential;;51.1764151;16.9917313
101876674;residential;;51.1771315;16.9912866
101876741;residential;;51.1772322;16.9904837
101876750;residential;;51.1725179;16.9045796
101876910;residential;;51.1762499;16.9920145
101877111;residential;;51.1704037;16.9106159
101877131;residential;;51.1741190;16.9935090
101877203;residential;;51.1758159;16.9927054
101878082;residential;;51.1770855;16.9917006
101878107;residential;;51.1785563;17.0173006
101878223;residential;;51.1757204;16.9928538
101878479;residential;;51.1951205;16.9762156
101878810;residential;;51.1948344;16.9763623
101878912;residential;;51.1759183;16.9924568
146988014;residential;;51.0789196;17.0789662
173208772;residential;;51.1622502;16.8766478
173208816;residential;;51.1617451;16.8763894
173672891;residential;;51.0948542;16.9352252
173672928;residential;;51.0948912;16.9351335
173672929;residential;;51.0945816;16.9353706
173672930;residential;;51.0947000;16.9350999
173672931;residential;;51.0947033;16.9355885
173672932;residential;;51.0948176;16.9353259
173672933;residential;;51.0945158;16.9360024
173672934;residential;;51.0944449;16.9356570
173672935;residential;;51.0945603;16.9359233
173672936;residential;;51.0944812;16.9355597
173672937;residential;;51.0947772;16.9354061
173672939;residential;;51.0943627;16.9358304
173672940;residential;;51.0946637;16.9351972
173672941;residential;;51.0946185;16.9352733
173672942;residential;;51.0943996;16.9357331
173672944;residential;;51.0945950;16.9358241
173672945;residential;;51.0947446;16.9355077
173672946;residential;;51.0946394;16.9357457
192979509;residential;;51.1612547;16.8957591
198987493;residential;;51.0740772;17.0340442
198987494;residential;;51.0741236;17.0336253
200170917;residential;Osiedle Ornamento;51.0682995;16.9924683
200578667;residential;;51.1541359;16.9031868
200578898;residential;;51.1540416;16.9043830
200578905;residential;;51.1536856;16.9042960
200578948;residential;;51.1535164;16.9059538
200578996;residential;;51.1534130;16.9065225
200579129;residential;;51.1533045;16.9074984
202319422;residential;;51.0506360;17.0118060
202400705;residential;;51.0459770;17.0571668
208431060;residential;;51.0949909;16.9347818
216256597;residential;;51.0983870;16.9519423
219624888;residential;;51.0477608;17.0551406
219624899;residential;;51.0480746;17.0550323
219624900;residential;;51.0474683;17.0575177
219624911;residential;;51.0495628;17.0493612
229487180;residential;;51.0473360;17.0882014
231556779;residential;;51.0474717;17.0456740
231556789;residential;;51.0507291;17.0231080
231568437;residential;;51.0472705;17.0257038
231568438;residential;;51.0476382;17.0258122
231568442;residential;;51.0471977;17.0256855
231568443;residential;;51.0479135;17.0258978
245836782;residential;;51.1310235;16.8607975
249442398;residential;;51.1346892;17.1019638
251469395;residential;;51.1021620;16.9515133
264895720;residential;;51.0470989;17.0261733
268977848;residential;;51.1035568;17.1618796
273608694;residential;;51.0637880;17.0562332
274214190;residential;;51.1509750;17.0680430
274214210;residential;;51.0462672;17.0172263
274214219;residential;;51.0462464;17.0166245
274214245;residential;;51.0458546;17.0163117
276147976;residential;;51.0654052;16.9903417
276147977;residential;;51.0654840;16.9907625
276147978;residential;;51.0655613;16.9911905
276231843;residential;;51.1297508;17.1185297
276313330;residential;;51.0656003;16.9918110
276313332;residential;;51.0650943;16.9918024
289123445;residential;;51.0729077;16.9794208
291859518;residential;;51.0625340;17.0209844
291859519;residential;;51.0627583;17.0211061
291859520;residential;;51.0634780;17.0173036
292812239;residential;;51.0656761;17.0558520
292914647;residential;;51.1526667;17.0447127
295803241;residential;;51.1189854;16.9828108
295803242;residential;;51.1192741;16.9825611
295803243;residential;;51.1191073;16.9824086
295803244;residential;;51.1190278;16.9826954
295803246;residential;;51.1192260;16.9827068
295803248;residential;;51.1187241;16.9824933
295803249;residential;;51.1187268;16.9823169
295803251;residential;;51.1187586;16.9821904
295803252;residential;;51.1191814;16.9821359
295803254;residential;;51.1190292;16.9819896
295803255;residential;;51.1191787;16.9829391
295803259;residential;;51.1187933;16.9820275
295803261;residential;;51.1189240;16.9824329
295803262;residential;;51.1188798;16.9826621
295803264;residential;;51.1188202;16.9818998
295803265;residential;;51.1192973;16.9824907
295803267;residential;;51.1190732;16.9825333
295803269;residential;;51.1189777;16.9822111
295803270;residential;;51.1193418;16.9823382
295803272;residential;;51.1191478;16.9822598
295803273;residential;;51.1192029;16.9827769
297203943;residential;;51.1400290;16.8919770
297203953;residential;;51.1410683;16.8927223
297203954;residential;;51.1410288;16.8925915
297203955;residential;;51.1407456;16.8932820
300313352;residential;;51.1526345;16.8991571
300313358;residential;;51.1528508;16.8983777
300313362;residential;;51.1531925;16.8991624
300313365;residential;;51.1535203;16.8997471
300337021;residential;;51.1534935;16.8937883
300339714;residential;;51.1539328;16.8967363
300339716;residential;;51.1529152;16.8961975
300339717;residential;;51.1531688;16.8951604
300339718;residential;;51.1544888;16.8944378
300339720;residential;;51.1541048;16.8927970
300339722;residential;;51.1530377;16.8977084
300339723;residential;;51.1534134;16.8983655
300339725;residential;;51.1553004;16.8947384
300339730;residential;;51.1550306;16.8941056
300339734;residential;;51.1535431;16.8970052
300339737;residential;;51.1530242;16.8957057
300339740;residential;;51.1535897;16.8976441
300339742;residential;;51.1536900;16.8953871
300339744;residential;;51.1536832;16.8991518
300339746;residential;;51.1554206;16.8940537
300339747;residential;;51.1538134;16.8986023
300339751;residential;;51.1539602;16.8974160
300339753;residential;;51.1534714;16.8962513
300339754;residential;;51.1539269;16.8979484
300339756;residential;;51.1548791;16.8946895
300339757;residential;;51.1538337;16.8960871
300339759;residential;;51.1533168;16.8944566
300339761;residential;;51.1546736;16.8952929
300339762;residential;;51.1546663;16.8931457
300339764;residential;;51.1535944;16.8947091
300339767;residential;;51.1551245;16.8953046
300339768;residential;;51.1542774;16.8933732
302673846;residential;;51.1750808;16.8835726
306372800;residential;;51.1103874;16.9670711
306372801;residential;;51.1105657;16.9670372
306372802;residential;;51.1107451;16.9670063
306372803;residential;;51.1109230;16.9669783
306372804;residential;;51.1111110;16.9669422
306372805;residential;;51.1111457;16.9677400
306372806;residential;;51.1109706;16.9677667
306372808;residential;;51.1107980;16.9677924
306372809;residential;;51.1106230;16.9678198
306372810;residential;;51.1104486;16.9678517
306372811;residential;;51.1110425;16.9664971
306372812;residential;;51.1108945;16.9665170
306372813;residential;;51.1107139;16.9665451
306372814;residential;;51.1105315;16.9665780
306372815;residential;;51.1103505;16.9666110
306372816;residential;;51.1101716;16.9666482
306713007;residential;;51.1624813;16.9089435
306713008;residential;;51.1618586;16.9086132
310648934;residential;;51.1547022;16.9464980
310648935;residential;;51.1544318;16.9467756
310648936;residential;;51.1543681;16.9467391
310648938;residential;;51.1546488;16.9464672
310648939;residential;;51.1544943;16.9468118
310648942;residential;;51.1545222;16.9463941
310648943;residential;;51.1544482;16.9463510
310648944;residential;;51.1546051;16.9459778
310648946;residential;;51.1548061;16.9460934
310648947;residential;;51.1548080;16.9469935
310648948;residential;;51.1546194;16.9468843
310648949;residential;;51.1547764;16.9465409
310648951;residential;;51.1547447;16.9469565
310648954;residential;;51.1546788;16.9460206
310648958;residential;;51.1546819;16.9469204
310648965;residential;;51.1545758;16.9464249
310648966;residential;;51.1545405;16.9459401
310648967;residential;;51.1547325;16.9460510
310648969;residential;;51.1545569;16.9468478
310648982;residential;;51.1549265;16.9466652
310678428;residential;;51.0682161;16.9951615
310678429;residential;;51.0681563;16.9954005
310678430;residential;;51.0680897;16.9956422
310678431;residential;;51.0680231;16.9958841
310678432;residential;;51.0679567;16.9961261
310729405;residential;;51.0643222;17.0398726
310729406;residential;;51.0641878;17.0403480
312885002;residential;;51.1239564;17.0288463
317733886;residential;;51.1668973;17.1145894
317733887;residential;;51.1669744;17.1141515
317733888;residential;;51.1669549;17.1142509
317777029;residential;;51.1639087;17.0393135
317777030;residential;;51.1635467;17.0390131
317777032;residential;;51.1640651;17.0389136
317777034;residential;;51.1638701;17.0387526
317777036;residential;;51.1637335;17.0391684
317777037;residential;;51.1636836;17.0385976
317777039;residential;;51.1633617;17.0388592
317777041;residential;;51.1633106;17.0382883
317777043;residential;;51.1631740;17.0387040
317777045;residential;;51.1634971;17.0384427
318961424;residential;;51.1556374;16.9446219
319949721;residential;;51.1735713;17.0085822
321449113;residential;;51.1529813;16.8969228
332279351;residential;;51.1128031;17.1275765
332279352;residential;;51.1130216;17.1278677
332279353;residential;;51.1129561;17.1273559
332279354;residential;;51.1127151;17.1279750
332279355;residential;;51.1127668;17.1271160
332279356;residential;;51.1128580;17.1281648
332279357;residential;;51.1131452;17.1275965
338172730;residential;;51.0480204;17.0259238
338172731;residential;;51.0479664;17.0259116
338172739;residential;;51.0482523;17.0259849
338172752;residential;;51.0480743;17.0259387
342800042;residential;;51.1582324;17.0422335
342933589;residential;;51.1767757;16.9111887
342933590;residential;;51.1766995;16.9111549
344509007;residential;;51.1722885;16.9031237
361593183;residential;;51.1297233;17.0439594
362098202;residential;;51.1943011;16.9794747
372802120;residential;;51.0704561;16.9937198
374628502;residential;;51.0657310;17.0563531
375700379;residential;;51.1621804;16.8956051
375700380;residential;;51.1618335;16.8959493
375755095;residential;;51.0530407;17.0343720
375755098;residential;;51.0485905;17.0259578
375755140;residential;;51.0462713;17.0153593
375787951;residential;;51.1673102;16.9203279
375787959;residential;;51.1651726;16.9221287
375787976;residential;;51.1671968;16.9227741
375787979;residential;;51.1669040;16.9226611
375787988;residential;;51.1672412;16.9200585
375787993;residential;;51.1675058;16.9211576
375788321;residential;;51.1542986;16.9488065
376247958;residential;;51.1547632;16.9456330
376247961;residential;;51.1547006;16.9455970
376247962;residential;;51.1549522;16.9457423
376247973;residential;;51.1546372;16.9455607
376248006;residential;;51.1559201;16.9355007
376248014;residential;;51.1548261;16.9456700
376249437;residential;;51.0657836;17.0569534
379111418;residential;;51.1627505;17.0378227
379111419;residential;;51.1629368;17.0379782
379111421;residential;;51.1629867;17.0385480
379111422;residential;;51.1628003;17.0383932
379111423;residential;;51.1626136;17.0382397
379111424;residential;;51.1624271;17.0380842
379111425;residential;;51.1631227;17.0381324
379111427;residential;;51.1625638;17.0376685
379116237;residential;;51.1701845;17.0004980
384320158;residential;;51.1467888;16.9013750
384580855;residential;;51.1351948;17.1041180
384671600;residential;;51.1626235;16.8732858
384671601;residential;;51.1623867;16.8731663
384671609;residential;;51.1623476;16.8757818
384671610;residential;;51.1620860;16.8757218
384729418;residential;;51.1493558;16.8664427
385569357;residential;;51.0628845;17.0251475
385569524;residential;;51.0607863;17.0591468
385569565;residential;;51.0609688;17.0591823
385569578;residential;;51.0606548;17.0591206
385569683;residential;;51.0608802;17.0591649
385569686;residential;;51.0702255;17.0339085
385569690;residential;;51.0621921;17.0268464
385569692;residential;;51.0622870;17.0268844
386616522;residential;;51.1368011;16.8915895
386616523;residential;;51.1366426;16.8915286
386708375;residential;;51.1728187;16.9952660
388950196;residential;;51.0515675;17.0155397
390315471;residential;;51.0992430;16.9525389
390316726;residential;;51.0991775;16.9573335
390318050;residential;;51.0961465;16.9622545
397054995;residential;;51.0463992;17.0525019
397055019;residential;;51.0490995;17.0552840
397055045;residential;;51.0463229;17.0524581
401436977;residential;;51.0622535;17.0650891
401437010;residential;;51.0632610;17.0649425
401437050;residential;;51.0622850;17.0649331
402744720;residential;;51.1549495;16.9465655
402744721;residential;;51.1548888;16.9457058
402744722;residential;;51.1549724;16.9464654
402744723;residential;;51.1549771;16.9463556
402744724;residential;;51.1549873;16.9461353
402744725;residential;;51.1549821;16.9462462
403519776;residential;;51.1429112;16.9971049
403519777;residential;;51.1428494;16.9970249
407477758;residential;;51.1467991;16.8277573
407735619;residential;Mezonetowiec;51.1015062;17.0360475
408960744;residential;;51.1713105;16.8856352
408960750;residential;;51.1751961;16.8831711
410545840;residential;;51.0511122;17.0477316
412176442;residential;;51.1407093;16.9934844
416925034;residential;;51.0495531;17.0352901
422382107;residential;;51.0755786;16.9643857
422382108;residential;;51.0754313;16.9645208
422382109;residential;;51.0752837;16.9645798
422382110;residential;;51.0751369;16.9646381
422382111;residential;;51.0753507;16.9641839
422626958;residential;;51.1418892;16.8949711
422626977;residential;;51.1409594;16.8923648
422626982;residential;;51.1409203;16.8922340
423410959;residential;;51.0999252;17.1545203
423410961;residential;;51.1000262;17.1546335
424389283;residential;;51.1265422;16.9682485
426993986;residential;;51.0500421;17.0118527
434104134;residential;;51.1225914;16.8785912
434104136;residential;;51.1227879;16.8784793
434104138;residential;;51.1225982;16.8784391
434104139;residential;;51.1229319;16.8786207
437974826;residential;;51.1676462;16.9217389
437974827;residential;;51.1673794;16.9206095
437974828;residential;;51.1675848;16.9214629
437974832;residential;;51.1675476;16.9213091
437974834;residential;;51.1674682;16.9210011
437974835;residential;;51.1674091;16.9207387
437974836;residential;;51.1676177;16.9216205
437974838;residential;;51.1673409;16.9204557
440091441;residential;;51.1187614;17.1256578
440092374;residential;;51.0463254;17.0273567
443212075;residential;;51.1433927;17.0010266
444712270;residential;;51.1626007;16.8757229
444712272;residential;;51.1619919;16.8765365
444712273;residential;;51.1624774;16.8767640
444828605;residential;;51.0506671;17.0349372
446728375;residential;;51.1366036;16.8917785
446728376;residential;;51.1366232;16.8916530
446728377;residential;;51.1367612;16.8918398
446728378;residential;;51.1367812;16.8917150
446801683;residential;;51.1581387;16.9113767
446801693;residential;;51.1579904;16.9112813
446980816;residential;;51.0542276;17.0827032
448272954;residential;;51.0664477;17.0373766
448272957;residential;;51.0665777;17.0373991
448272960;residential;;51.0665732;17.0368366
448740948;residential;;51.1679313;17.0998782
448740965;residential;;51.1676925;17.1008351
449736744;residential;;51.1239349;16.8787231
449736745;residential;;51.1239389;16.8788731
449738202;residential;;51.1229003;16.8825484
450180653;residential;;51.0464688;17.0572955
450180659;residential;;51.0507170;17.0500968
450180674;residential;;51.0457962;17.0477593
450180675;residential;;51.0506941;17.0471455
450180677;residential;;51.0508979;17.0476866
450180680;residential;;51.0470008;17.0573344
450180682;residential;;51.0461789;17.0465429
450185709;residential;;51.0458689;17.0180491
450185716;residential;;51.0461007;17.0177732
450185721;residential;;51.0479503;17.0219541
450185732;residential;;51.0508103;17.0228398
450297140;residential;;51.0494255;17.0355105
456222892;residential;;51.0731141;16.9781046
456222895;residential;;51.0730497;16.9786147
457713321;residential;;51.1670611;16.9193131
457713322;residential;;51.1670917;16.9194388
457713323;residential;;51.1671336;16.9195906
457713324;residential;;51.1671709;16.9197479
457713325;residential;;51.1672033;16.9199025
458686284;residential;;51.1294054;17.0409396
464255100;residential;;51.1426395;16.8582660
476934477;residential;;51.0470162;17.0289646
476937801;residential;;51.0514475;17.0154299
476937803;residential;;51.0514905;17.0151856
476937804;residential;;51.0516256;17.0152151
477341913;residential;;51.1297125;17.0419665
491854683;residential;;51.1587126;16.8582372
495285490;residential;;51.1110172;17.1233933
501677245;residential;;51.0920367;17.0409479
502759820;residential;;51.0745417;16.9961653
509605648;residential;;51.0746578;17.0816636
510640920;residential;;51.0689707;16.9947945
531226360;residential;;51.1572053;16.9294915
531226362;residential;;51.1561838;16.9264798
531246145;residential;;51.1541881;16.9475964
531246151;residential;;51.1556904;16.9438448
531246155;residential;;51.1547789;16.9409292
531246158;residential;;51.1566278;16.9323194
531645209;residential;;51.1533587;16.9121092
531645211;residential;;51.1556302;16.9093167
536626966;residential;;51.1231021;16.8787201
536626970;residential;;51.1232739;16.8787388
536626974;residential;;51.1234412;16.8786786
541360502;residential;;51.1439778;16.8495938
541360504;residential;;51.1440415;16.8492676
541382272;residential;;51.1584529;17.0395472
541382273;residential;;51.1587388;17.0396072
542408519;residential;;51.1289420;17.0425295
543069988;residential;;51.0544209;17.0827535
543069990;residential;;51.0523857;17.0804378
549549913;residential;;51.1212496;17.0306133
552862300;residential;;51.1421044;16.8960894
552862301;residential;;51.1419876;16.8960539
552862302;residential;;51.1419293;16.8960356
552862303;residential;;51.1418750;16.8960165
552862304;residential;;51.1420460;16.8960722
554479442;residential;;51.1616815;17.0374667
554479443;residential;;51.1618679;17.0376212
554479444;residential;;51.1620544;17.0377758
554479445;residential;;51.1622409;17.0379308
554479446;residential;;51.1623773;17.0375142
554479447;residential;;51.1621909;17.0373596
554479448;residential;;51.1620042;17.0372047
554479449;residential;;51.1618177;17.0370498
554479964;residential;;51.1626675;17.0415814
554479965;residential;;51.1627366;17.0416286
555806527;residential;;51.1191245;16.9828939
555806528;residential;;51.1189772;16.9819389
555806529;residential;;51.1189256;16.9821615
555806530;residential;;51.1188716;16.9823829
555806531;residential;;51.1188279;16.9826117
555806532;residential;;51.1186673;16.9824573
558590295;residential;;51.1237574;16.8785889
558590298;residential;;51.1236031;16.8785738
564137791;residential;;51.1448250;17.0399608
564810341;residential;;51.1296832;16.8405852
564810342;residential;;51.1296477;16.8408161
564810343;residential;;51.1296123;16.8410479
564810344;residential;;51.1299203;16.8410207
